ticker,date,Adj Close,BH_days,BH_price,BH_profit_pct,BH_profit_dollars,OS_price,OS_days,OS_profit_pct,OS_profit_dollars,Stress_price,Stress_days,Stress_profit_pct,Stress_profit_dollars,StressVol_price,StressVol_days,StressVol_profit_pct,StressVol_profit_dollars,BH negative Dev,OS Negative Dev,Stress Negative Dev,StressVol Negative Dev,,,,,,
AAL,7/23/20,11.77000046,91,13.14999962,0.117247163,1.379999161,13.14999962,91,0.117247163,1.379999161,13.14999962,91,0.117247163,1.379999161,13.14999962,91,0.117247163,1.379999161,,,,,,,,,,
AAL,10/22/20,13.14999962,98,18.10000038,0.376425924,4.950000763,11.80000019,4,-0.102661556,-1.349999428,11.22999954,5,-0.146007615,-1.920000076,11.80000019,4,-0.102661556,-1.349999428,,-0.102661556,-0.146007615,-0.102661556,,,,,,
AAL,1/28/21,18.10000038,84,20.06999969,0.108839739,1.969999313,20.44000053,25,0.129281774,2.340000153,21.81999969,27,0.20552482,3.719999313,16.59000015,5,-0.083425425,-1.510000229,,,,-0.083425425,,,,,,
AAL,4/22/21,20.06999969,91,21.15999985,0.054309924,1.090000153,23.35000038,25,0.163428039,3.280000687,25.81999969,41,0.286497264,5.75,23.35000038,25,0.163428039,3.280000687,,,,,,,,,,
AAL,7/22/21,21.15999985,91,19.88999939,-0.060018926,-1.270000458,19.45000076,13,-0.080812812,-1.709999084,19.88999939,91,-0.060018926,-1.270000458,19.34000015,26,-0.086011328,-1.819999695,-0.060018926,-0.080812812,-0.060018926,-0.086011328,,,,,,
AAL,10/21/21,19.88999939,91,16.76000023,-0.157365473,-3.129999161,21.81999969,15,0.097033704,1.930000305,16.28000069,41,-0.181498181,-3.609998703,21.81999969,15,0.097033704,1.930000305,-0.157365473,,-0.181498181,,,,,,,
AAL,1/20/22,16.76000023,91,20.21999931,0.206443857,3.459999084,18.26000023,19,0.089498805,1.5,12.84000015,46,-0.233890216,-3.920000076,18.26000023,19,0.089498805,1.5,,,-0.233890216,,,,,,,
AAL,4/21/22,20.21999931,91,14.07999992,-0.303659723,-6.13999939,18.77000046,5,-0.071711123,-1.449998856,16.31999969,18,-0.192878326,-3.899999619,18.77000046,5,-0.071711123,-1.449998856,-0.303659723,-0.071711123,-0.192878326,-0.071711123,,,,,,
AAL,7/21/22,14.07999992,91,13.46000004,-0.044034083,-0.619999886,11.85999966,67,-0.157670474,-2.220000267,13.46000004,91,-0.044034083,-0.619999886,12.21000004,64,-0.132812493,-1.869999886,-0.044034083,-0.157670474,-0.044034083,-0.132812493,,,,,,
AAL,10/20/22,13.46000004,98,16.61000061,0.234026788,3.150000572,14.93000031,21,0.109212501,1.470000267,16.82999992,84,0.250371462,3.369999886,14.93000031,21,0.109212501,1.470000267,,,,,,,,,,
AAL,1/26/23,16.61000061,91,12.88000011,-0.224563538,-3.730000496,14.85000038,46,-0.105960275,-1.760000229,13.85999966,48,-0.165562965,-2.750000954,14.85000038,46,-0.105960275,-1.760000229,-0.224563538,-0.105960275,-0.165562965,-0.105960275,,,,,,
AAL,4/27/23,12.88000011,84,17.44000053,0.354037297,4.56000042,14.47000027,12,0.123447216,1.590000153,15.15999985,41,0.177018611,2.279999733,14.35999966,11,0.114906796,1.479999542,,,,,,,,,,
AAL,7/20/23,17.44000053,91,11.44999981,-0.343463334,-5.990000725,15.64999962,22,-0.102637664,-1.790000916,15.64999962,22,-0.102637664,-1.790000916,16.22999954,12,-0.069380789,-1.210000992,-0.343463334,-0.102637664,-0.102637664,-0.069380789,,,,,,
BA,7/27/16,124.0656586,91,133.9081116,0.079332614,9.842453003,121.3736725,1,-0.021698076,-2.691986084,121.3736725,1,-0.021698076,-2.691986084,121.3736725,1,-0.021698076,-2.691986084,,-0.021698076,-0.021698076,-0.021698076,,,,,,
BA,10/26/16,133.9081116,91,155.166687,0.158754949,21.25857544,129.5009308,7,-0.032911978,-4.407180786,142.9098969,42,0.0672236,9.001785278,128.8292694,8,-0.037927816,-5.078842163,,-0.032911978,,-0.037927816,,,,,,
BA,1/25/17,155.166687,91,169.9203796,0.095082862,14.75369263,165.9274445,30,0.069349663,10.76075745,164.1694031,27,0.058019645,9.002716064,161.5042877,23,0.040843823,6.337600708,,,,,,,,,,
BA,4/26/17,169.9203796,91,219.9745941,0.294574521,50.05421448,180.0597229,48,0.059671143,10.13934326,179.2494049,37,0.054902333,9.329025269,176.7994843,35,0.040484282,6.879104614,,,,,,,,,,
BA,7/26/17,219.9745941,91,244.9556274,0.113563266,24.98103333,232.4528198,50,0.056725759,12.47822571,250.95578,86,0.140839837,30.98118591,239.8938293,54,0.090552435,19.91923523,,,,,,,,,,
BA,10/25/17,244.9556274,98,337.7120361,0.378666168,92.75640869,268.7153931,43,0.096996202,23.75976563,305.2055054,77,0.245962416,60.24987793,280.0655212,50,0.143331648,35.1098938,,,,,,,,,,
BA,1/31/18,337.7120361,84,328.3560486,-0.027704039,-9.355987549,306.0896301,50,-0.09363719,-31.62240601,328.3560486,84,-0.027704039,-9.355987549,328.3560486,84,-0.027704039,-9.355987549,-0.027704039,-0.09363719,-0.027704039,-0.027704039,,,,,,
BA,4/25/18,328.3560486,91,342.5639648,0.043269848,14.20791626,350.2637329,26,0.066719296,21.90768433,342.5639648,91,0.043269848,14.20791626,342.5639648,91,0.043269848,14.20791626,,,,,,,,,,
BA,7/25/18,342.5639648,91,343.0282288,0.001355262,0.464263916,328.2876892,16,-0.041674773,-14.27627563,379.4444275,70,0.107660076,36.88046265,320.8883362,21,-0.06327469,-21.67562866,,-0.041674773,,-0.06327469,,,,,,
BA,10/24/18,343.0282288,98,376.7463074,0.098295347,33.71807861,324.592804,5,-0.053743171,-18.4354248,303.4803467,30,-0.115290459,-39.54788208,311.8563843,26,-0.090872534,-31.17184448,,-0.053743171,-0.115290459,-0.090872534,,,,,,
BA,1/30/19,376.7463074,84,366.6661377,-0.026755855,-10.08016968,398.5706177,6,0.057928399,21.8243103,425.241333,28,0.12872064,48.49502563,408.180481,16,0.083435917,31.43417358,-0.026755855,,,,,,,,,
BA,4/24/19,366.6661377,91,354.9925537,-0.031837093,-11.67358398,354.9925537,91,-0.031837093,-11.67358398,354.9925537,91,-0.031837093,-11.67358398,331.361084,19,-0.096286649,-35.30505371,-0.031837093,-0.031837093,-0.031837093,-0.096286649,,,,,,
BA,7/24/19,354.9925537,91,336.5222168,-0.052030209,-18.47033691,341.8901672,1,-0.036908905,-13.10238647,341.8901672,1,-0.036908905,-13.10238647,341.8901672,1,-0.036908905,-13.10238647,-0.052030209,-0.036908905,-0.036908905,-0.036908905,,,,,,
BA,10/23/19,336.5222168,98,320.115387,-0.048754076,-16.40682983,354.1044006,13,0.052246725,17.58218384,369.4816895,23,0.097941446,32.95947266,364.7896118,19,0.0839986,28.26739502,-0.048754076,,,,,,,,,
BA,1/29/20,320.115387,91,139,-0.565781572,-181.115387,342.6314697,12,0.070337396,22.51608276,287.7600098,29,-0.101074108,-32.3553772,339.410614,8,0.06027585,19.29522705,-0.565781572,,-0.101074108,,,,,,,
BA,4/29/20,139,91,166.0099945,0.194316507,27.00999451,230.5,40,0.658273381,91.5,166.0099945,91,0.194316507,27.00999451,230.5,40,0.658273381,91.5,,,,,,,,,,
BA,7/29/20,166.0099945,91,148.1399994,-0.107644092,-17.86999512,148.1399994,91,-0.107644092,-17.86999512,148.1399994,91,-0.107644092,-17.86999512,148.1399994,91,-0.107644092,-17.86999512,-0.107644092,-0.107644092,-0.107644092,-0.107644092,,,,,,
BA,10/28/20,148.1399994,91,194.0299988,0.309774535,45.88999939,157.0899963,8,0.060415803,8.949996948,157.7400055,9,0.064803606,9.600006104,153.6499939,6,0.037194509,5.509994507,,,,,,,,,,
BA,1/27/21,194.0299988,91,235.4600067,0.213523724,41.43000793,229.3399963,28,0.181982156,35.30999756,245.3399963,42,0.264443632,51.30999756,229.3399963,28,0.181982156,35.30999756,,,,,,,,,,
BA,4/28/21,235.4600067,91,231.5700073,-0.01652085,-3.88999939,255.6199951,35,0.085619586,20.1599884,231.5700073,91,-0.01652085,-3.88999939,206.9900055,82,-0.120912259,-28.47000122,-0.01652085,,-0.01652085,-0.120912259,,,,,,
BA,7/28/21,231.5700073,91,206.6100006,-0.107786008,-24.96000671,219,21,-0.054281673,-12.57000732,212.1600037,22,-0.083819161,-19.41000366,222.2200012,20,-0.040376585,-9.350006104,-0.107786008,-0.054281673,-0.083819161,-0.040376585,,,,,,
BA,10/27/21,206.6100006,91,194.2700043,-0.059726036,-12.33999634,224.4600067,9,0.086394686,17.8500061,224.4600067,9,0.086394686,17.8500061,224.4600067,9,0.086394686,17.8500061,-0.059726036,,,,,,,,,
BA,1/26/22,194.2700043,91,154.4600067,-0.204920969,-39.80999756,208.3399963,6,0.072424933,14.06999207,215.8600006,14,0.111133967,21.58999634,208.3399963,6,0.072424933,14.06999207,-0.204920969,,,,,,,,,
BA,4/27/22,154.4600067,91,156.0899963,0.010552826,1.629989624,133.3099976,12,-0.136928708,-21.15000916,156.0899963,91,0.010552826,1.629989624,129.3899994,14,-0.162307434,-25.07000732,,-0.136928708,,-0.162307434,,,,,,
BA,7/27/22,156.0899963,91,133.7899933,-0.142866318,-22.30000305,131.2599945,58,-0.159074908,-24.83000183,133.7899933,91,-0.142866318,-22.30000305,131.2599945,58,-0.159074908,-24.83000183,-0.142866318,-0.159074908,-0.142866318,-0.159074908,,,,,,
BA,10/26/22,133.7899933,91,212.6799927,0.589655455,78.88999939,156.75,8,0.171612287,22.96000671,177.5800018,15,0.327304064,43.79000854,156.75,8,0.171612287,22.96000671,,,,,,,,,,
BA,1/25/23,212.6799927,91,203.0299988,-0.045373304,-9.649993896,203.0299988,91,-0.045373304,-9.649993896,203.0299988,91,-0.045373304,-9.649993896,203.0299988,91,-0.045373304,-9.649993896,-0.045373304,-0.045373304,-0.045373304,-0.045373304,,,,,,
BA,10/25/23,177.7299957,182,164.3300018,-0.07539523,-13.3999939,195.0500031,9,0.097451234,17.32000732,208.7100067,21,0.174309412,30.98001099,195.0500031,9,0.097451234,17.32000732,-0.07539523,,,,,,,,,
BAX,7/26/16,42.39109039,91,43.52717209,0.026800011,1.136081696,40.68499374,42,-0.040246586,-1.706096649,43.52717209,91,0.026800011,1.136081696,43.52717209,91,0.026800011,1.136081696,,-0.040246586,,,,,,,,
BAX,10/25/16,43.52717209,99,42.71269608,-0.018711898,-0.814476013,42.00427246,1,-0.034987332,-1.522899628,41.45529938,2,-0.047599525,-2.071872711,42.00427246,1,-0.034987332,-1.522899628,-0.018711898,-0.034987332,-0.047599525,-0.034987332,,,,,,
BAX,2/1/17,42.71269608,84,49.49014664,0.158675316,6.777450562,44.16013336,16,0.033887753,1.447437286,45.21684265,27,0.058627687,2.504146576,43.90261841,14,0.02785875,1.189922333,,,,,,,,,,
BAX,2/1/18,62.75994492,84,62.94441605,0.002939313,0.18447113,58.78529358,4,-0.06333102,-3.974651337,62.94441605,84,0.002939313,0.18447113,56.12955856,7,-0.105646784,-6.630386353,,-0.06333102,,-0.105646784,,,,,,
BAX,1/31/19,65.71746826,84,69.3015976,0.054538457,3.584129333,69.53787994,42,0.058133884,3.820411682,69.3015976,84,0.054538457,3.584129333,73.90047455,57,0.124517978,8.183006287,,,,,,,,,,
BAX,4/25/19,69.3015976,91,77.62143707,0.120052636,8.319839478,74.7776413,56,0.079017568,5.476043701,77.62143707,91,0.120052636,8.319839478,75.22424316,77,0.085461891,5.922645569,,,,,,,,,,
BAX,7/25/19,77.62143707,91,72.2625351,-0.069038943,-5.358901978,74.65914154,11,-0.038163369,-2.962295532,74.65914154,11,-0.038163369,-2.962295532,74.65914154,11,-0.038163369,-2.962295532,-0.069038943,-0.038163369,-0.038163369,-0.038163369,,,,,,
BAX,10/24/19,72.2625351,145,73.95308685,0.023394581,1.690551758,74.62924194,26,0.032751506,2.366706848,75.35114288,34,0.042741481,3.088607788,70.25218964,6,-0.027820024,-2.010345459,,,,-0.027820024,,,,,,
BAX,3/17/20,73.95308685,44,81.54954529,0.102719964,7.596458435,69.58074188,3,-0.059123225,-4.372344971,65.96162415,6,-0.108061246,-7.991462708,77.70079803,1,0.050676873,3.747711182,,-0.059123225,-0.108061246,,,,,,,
BAX,4/30/20,81.54954529,91,79.21965027,-0.028570301,-2.32989502,75.95912933,55,-0.068552387,-5.590415955,76.97229004,42,-0.05612852,-4.577255249,78.89491272,12,-0.03255239,-2.654632568,-0.028570301,-0.068552387,-0.05612852,-0.03255239,,,,,,
BAX,7/30/20,79.21965027,91,72.1205368,-0.089613037,-7.099113464,74.67888641,5,-0.057318656,-4.540763855,74.67888641,5,-0.057318656,-4.540763855,76.59465027,4,-0.033135718,-2.625,-0.089613037,-0.057318656,-0.057318656,-0.033135718,,,,,,
BAX,10/29/20,72.1205368,98,71.51873016,-0.008344456,-0.601806641,75.32568359,12,0.044441527,3.20514679,74.78995514,11,0.03701329,2.669418335,69.8944931,6,-0.030865601,-2.226043701,-0.008344456,,,-0.030865601,,,,,,
BAX,2/4/21,71.51873016,84,79.33701324,0.10931798,7.818283081,73.36932373,40,0.025875649,1.850593567,74.07577515,41,0.035753501,2.557044983,73.04769897,14,0.021378579,1.528968811,,,,,,,,,,
BAX,4/29/21,79.33701324,91,72.17617798,-0.090258443,-7.160835266,76.04641724,28,-0.041476177,-3.290596008,75.38482666,50,-0.049815167,-3.952186584,76.66921234,20,-0.033626183,-2.667800903,-0.090258443,-0.041476177,-0.049815167,-0.033626183,,,,,,
BAX,7/29/21,72.17617798,91,73.58898926,0.019574482,1.412811279,70.09616089,6,-0.02881861,-2.08001709,69.45254517,7,-0.037735897,-2.723632813,70.09616089,6,-0.02881861,-2.08001709,,-0.02881861,-0.037735897,-0.02881861,,,,,,
BAX,10/28/21,73.58898926,112,77.8015213,0.057244054,4.212532043,69.80703735,33,-0.051392905,-3.781951904,82.68758392,68,0.123640707,9.098594666,78.84449005,49,0.071416945,5.255500793,,-0.051392905,,,,,,,,
BAX,2/17/22,77.8015213,70,66.74389648,-0.142126075,-11.05762482,72.44728088,22,-0.068819225,-5.354240417,72.44728088,22,-0.068819225,-5.354240417,81.31819153,8,0.045200533,3.516670227,-0.142126075,-0.068819225,-0.068819225,,,,,,,
BAX,4/28/22,66.74389648,91,56.31055069,-0.156319099,-10.43334579,71.41030884,28,0.069915192,4.666412354,56.31055069,91,-0.156319099,-10.43334579,71.41030884,28,0.069915192,4.666412354,-0.156319099,,-0.156319099,,,,,,,
BAX,7/28/22,56.31055069,196,38.3779068,-0.31845975,-17.93264389,51.23143768,64,-0.090198248,-5.079113007,47.97835159,98,-0.147968702,-8.332199097,51.23143768,64,-0.090198248,-5.079113007,-0.31845975,-0.090198248,-0.147968702,-0.090198248,,,,,,
BAX,2/9/23,38.3779068,77,45.06420135,0.174222492,6.686294556,43.61021423,71,0.136336446,5.232307434,45.06420135,77,0.174222492,6.686294556,43.61021423,71,0.136336446,5.232307434,,,,,,,,,,
BAX,11/2/23,33.44734955,182,36.58980942,0.093952433,3.142459869,38.3426857,42,0.146359464,4.895336151,40.03586578,67,0.196981714,6.588516235,38.3426857,42,0.146359464,4.895336151,,,,,,,,,,
BDX,8/4/16,149.6270752,91,151.628952,0.013379108,2.001876831,157.0574036,48,0.049658983,7.430328369,155.6390076,34,0.040179442,6.011932373,154.1455841,7,0.030198471,4.518508911,,,,,,,,,,
BDX,11/3/16,151.628952,91,156.5164185,0.032233069,4.887466431,155.7528076,4,0.02719702,4.123855591,156.4707794,5,0.031932077,4.841827393,155.7528076,4,0.02719702,4.123855591,,,,,,,,,,
BDX,2/5/19,219.1709747,93,208.4154968,-0.049073459,-10.75547791,229.9844055,24,0.049337878,10.81343079,208.4154968,93,-0.049073459,-10.75547791,229.9844055,24,0.049337878,10.81343079,-0.049073459,,-0.049073459,,,,,,,
BDX,5/9/19,208.4154968,89,220.3158722,0.057099283,11.90037537,218.5598297,32,0.048673602,10.14433289,229.2962799,50,0.100188246,20.88078308,223.0272522,42,0.070108776,14.61175537,,,,,,,,,,
BDX,8/6/19,220.3158722,91,225.1172791,0.021793286,4.80140686,231.4253845,3,0.050425383,11.10951233,228.8959503,2,0.038944439,8.580078125,228.8959503,2,0.038944439,8.580078125,,,,,,,,,,
BDX,11/5/19,225.1172791,93,230.9001465,0.025688243,5.782867432,231.6696777,20,0.0291066,6.552398682,237.6380005,22,0.05561866,12.52072144,232.9108124,21,0.034619881,7.793533325,,,,,,,,,,
BDX,2/6/20,230.9001465,91,235.3391571,0.019224806,4.43901062,217.6914825,22,-0.057205091,-13.20866394,202.5707092,35,-0.122691292,-28.32943726,217.6914825,22,-0.057205091,-13.20866394,,-0.057205091,-0.122691292,-0.057205091,,,,,,
BDX,5/7/20,235.3391571,91,239.2057495,0.016429873,3.866592407,214.1149902,19,-0.090185446,-21.22416687,239.2057495,91,0.016429873,3.866592407,212.0980377,35,-0.098755854,-23.24111938,,-0.090185446,,-0.098755854,,,,,,
BDX,8/6/20,239.2057495,91,216.9396515,-0.093083457,-22.26609802,223.7169495,22,-0.064750952,-15.48880005,216.5852814,28,-0.094564901,-22.62046814,223.7169495,22,-0.064750952,-15.48880005,-0.093083457,-0.064750952,-0.094564901,-0.064750952,,,,,,
BDX,11/5/20,216.9396515,91,236.4690094,0.090022077,19.52935791,233.8713379,43,0.07804791,16.9316864,236.4690094,91,0.090022077,19.52935791,235.3093567,62,0.084676568,18.3697052,,,,,,,,,,
BDX,2/4/21,236.4690094,91,224.1625671,-0.052042516,-12.30644226,223.7219849,22,-0.053905688,-12.74702454,223.7219849,22,-0.053905688,-12.74702454,230.0120392,15,-0.027305778,-6.456970215,-0.052042516,-0.053905688,-0.053905688,-0.027305778,,,,,,
BDX,5/6/21,224.1625671,91,227.0623627,0.012936127,2.899795532,232.0785065,57,0.035313386,7.915939331,235.3759003,62,0.050023219,11.21333313,229.5802307,4,0.024168458,5.417663574,,,,,,,,,,
BDX,8/5/21,227.0623627,91,228.7327728,0.007356614,1.670410156,233.1620636,11,0.026863549,6.099700928,236.7770538,12,0.042784242,9.714691162,233.1620636,11,0.026863549,6.099700928,,,,,,,,,,
BDX,11/4/21,228.7327728,91,254.4648438,0.1124984,25.73207092,222.2291718,26,-0.028433184,-6.503601074,241.8911285,42,0.057527199,13.15835571,234.149353,13,0.023680823,5.4165802,,-0.028433184,,,,,,,,
BDX,2/3/22,254.4648438,91,251.1048126,-0.013204304,-3.360031128,243.1686859,35,-0.044391821,-11.29615784,243.1686859,35,-0.044391821,-11.29615784,260.7281799,6,0.024613758,6.263336182,-0.013204304,-0.044391821,-0.044391821,,,,,,,
BDX,5/5/22,251.1048126,91,245.0357208,-0.024169556,-6.069091797,241.8783875,5,-0.036743323,-9.226425171,234.6912537,39,-0.06536537,-16.41355896,243.9093475,4,-0.028655226,-7.195465088,-0.024169556,-0.036743323,-0.06536537,-0.028655226,,,,,,
BDX,8/4/22,245.0357208,98,223.2433014,-0.088935684,-21.79241943,255.8848114,8,0.044275547,10.84909058,255.8848114,8,0.044275547,10.84909058,250.9066162,6,0.023959345,5.870895386,-0.088935684,,,,,,,,,
BDX,11/10/22,223.2433014,84,242.8245239,0.087712475,19.58122253,242.7751312,20,0.087491225,19.53182983,248.6882172,43,0.113978407,25.44491577,242.7751312,20,0.087491225,19.53182983,,,,,,,,,,
BDX,2/2/23,242.8245239,91,247.6820679,0.020004338,4.857543945,229.2208252,26,-0.056022755,-13.60369873,247.6820679,91,0.020004338,4.857543945,229.2208252,26,-0.056022755,-13.60369873,,-0.056022755,,-0.056022755,,,,,,
BDX,8/3/23,264.5692444,98,229.4528351,-0.132730505,-35.1164093,276.7786255,5,0.04614815,12.2093811,229.4528351,98,-0.132730505,-35.1164093,248.5804749,85,-0.060433213,-15.98876953,-0.132730505,,-0.132730505,-0.060433213,,,,,,
BDX,11/9/23,229.4528351,175,239.4011078,0.043356504,9.948272705,241.1936493,42,0.051168748,11.74081421,239.4011078,175,0.043356504,9.948272705,238.5548248,34,0.039668238,9.101989746,,,,,,,,,,
BEN,7/28/16,23.86263275,90,24.0421524,0.007523045,0.179519653,24.0421524,90,0.007523045,0.179519653,24.0421524,90,0.007523045,0.179519653,25.17919159,69,0.055172405,1.316558838,,,,,,,,,,
BEN,10/26/16,24.0421524,93,27.75536156,0.154445787,3.713209152,23.05580902,5,-0.041025586,-0.986343384,26.36416817,14,0.096581027,2.322015762,23.05580902,5,-0.041025586,-0.986343384,,-0.041025586,,-0.041025586,,,,,,
BEN,1/27/17,27.75536156,91,29.81819344,0.074321924,2.062831879,29.62086105,25,0.067212221,1.865499496,29.81819344,91,0.074321924,2.062831879,29.85491753,31,0.075645059,2.099555969,,,,,,,,,,
BEN,10/26/17,30.67449379,96,29.97327423,-0.022860021,-0.701219559,29.40424919,5,-0.04141045,-1.270244598,29.15996552,12,-0.04937419,-1.514528275,29.92770576,1,-0.02434557,-0.746788025,-0.022860021,-0.04141045,-0.04937419,-0.02434557,,,,,,
BEN,1/30/18,29.97327423,86,25.92746925,-0.134980414,-4.045804977,28.68229485,3,-0.043071016,-1.290979385,28.68229485,3,-0.043071016,-1.290979385,28.68229485,3,-0.043071016,-1.290979385,-0.134980414,-0.043071016,-0.043071016,-0.043071016,,,,,,
BEN,7/27/18,25.08638954,90,22.84964561,-0.089161652,-2.236743927,26.52431679,3,0.057319019,1.437927246,26.52431679,3,0.057319019,1.437927246,26.52431679,3,0.057319019,1.437927246,-0.089161652,,,,,,,,,
BEN,1/30/19,22.85827637,86,27.80895233,0.216581333,4.950675964,23.97408104,6,0.048814034,1.115804672,25.49848747,16,0.115503508,2.640211105,24.47697639,13,0.070814614,1.618700027,,,,,,,,,,
BEN,4/26/19,27.80895233,95,26.99973488,-0.029099171,-0.809217453,25.91595078,17,-0.06807166,-1.893001556,26.99973488,95,-0.029099171,-0.809217453,25.91595078,17,-0.06807166,-1.893001556,-0.029099171,-0.06807166,-0.029099171,-0.06807166,,,,,,
BEN,7/30/19,26.99973488,87,22.41447067,-0.169826268,-4.585264206,26.04201698,1,-0.035471381,-0.957717896,26.04201698,1,-0.035471381,-0.957717896,26.04201698,1,-0.035471381,-0.957717896,-0.169826268,-0.035471381,-0.035471381,-0.035471381,,,,,,
BEN,10/25/19,22.41447067,97,21.32909775,-0.048422867,-1.085372925,21.32909775,97,-0.048422867,-1.085372925,20.0514698,94,-0.105423006,-2.36300087,21.24662781,39,-0.052102184,-1.167842865,-0.048422867,-0.048422867,-0.105423006,-0.052102184,,,,,,
BEN,1/30/20,21.32909775,91,15.57392406,-0.269827339,-5.755173683,20.47463417,12,-0.040060934,-0.854463577,20.02705574,13,-0.061045339,-1.302042007,20.58856201,1,-0.034719506,-0.740535736,-0.269827339,-0.040060934,-0.061045339,-0.034719506,,,,,,
BEN,4/30/20,15.57392406,89,17.21861458,0.105605402,1.644690514,20.02951622,39,0.286093096,4.455592155,20.02951622,39,0.286093096,4.455592155,17.84718513,35,0.14596585,2.27326107,,,,,,,,,,
BEN,7/28/20,17.21861458,91,16.74436378,-0.027542912,-0.474250793,19.17157173,73,0.113421271,1.952957153,16.74436378,91,-0.027542912,-0.474250793,19.49407196,76,0.132151014,2.275457382,-0.027542912,,-0.027542912,,,,,,,
BEN,2/2/21,21.99135017,91,27.76021767,0.262324389,5.768867493,24.56645203,36,0.117096123,2.575101852,25.69091225,41,0.168228055,3.699562073,24.10293198,14,0.096018743,2.111581802,,,,,,,,,,
BEN,5/4/21,27.76021767,91,26.83880806,-0.033191728,-0.921409607,29.54504395,3,0.064294391,1.784826279,26.83880806,91,-0.033191728,-0.921409607,30.04756927,6,0.082396746,2.287351608,-0.033191728,,-0.033191728,,,,,,,
BEN,8/3/21,26.83880806,90,30.99957085,0.155027853,4.160762787,28.6828289,7,0.068707256,1.844020844,29.20719528,8,0.088244874,2.368387222,28.6828289,7,0.068707256,1.844020844,,,,,,,,,,
BEN,11/1/21,30.99957085,92,28.58991623,-0.07773187,-2.409654617,33.23082733,1,0.071977012,2.231256485,33.23082733,1,0.071977012,2.231256485,33.23082733,1,0.071977012,2.231256485,-0.07773187,,,,,,,,,
BEN,2/1/22,28.58991623,91,22.95756149,-0.19700494,-5.632354736,26.25041962,21,-0.081829432,-2.339496613,22.95756149,91,-0.19700494,-5.632354736,24.97837067,28,-0.126322356,-3.611545563,-0.19700494,-0.081829432,-0.19700494,-0.126322356,,,,,,
BEN,5/3/22,22.95756149,86,24.14883995,0.051890461,1.191278458,24.14883995,86,0.051890461,1.191278458,24.14883995,86,0.051890461,1.191278458,24.14883995,86,0.051890461,1.191278458,,,,,,,,,,
BEN,7/28/22,24.14883995,96,20.81027222,-0.138249611,-3.338567734,25.40356064,4,0.051957804,1.254720688,25.81270981,13,0.068900612,1.663869858,25.40356064,4,0.051957804,1.254720688,-0.138249611,,,,,,,,,
